Time,#1出口氮氧化物,UNIT3:A18M010F,入口氮氧化物,#1SCR反应器加氨流量,有功功率,#3机净烟气NOx,E磨煤机6kV电动机接触器电流,B磨煤机6kV电动机接触器电流,C磨煤机6kV电动机接触器电流,F磨煤机6kV电动机接触器电流
35930,23.9035,21,248.671,68.6813,447.581,42.4603,38.2784,39.8657,-50,43.7729
35931,23.9035,21,248.777,68.1929,447.581,42.3993,38.0342,41.2088,-50,43.6508
35932,23.7724,21,249.102,69.1697,447.581,42.3993,38.7668,40.3541,-50,42.674
35933,23.7724,21,249.857,70.6349,447.581,42.3382,37.4237,40.232,-50,43.4066
35934,23.7724,21,250.182,70.6349,448.111,42.3382,38.2784,41.8193,-50,43.0403
35935,23.6643,21,252.152,71.0012,448.111,42.2772,38.5226,41.453,-50,43.5287
35936,23.8664,21,253.152,71.2454,447.581,42.094,39.3773,41.5751,-50,43.1624
35937,23.8664,21,255.597,70.3907,448.111,42.094,38.5226,40.9646,-50,43.895
35938,23.8664,21,258.296,69.9023,448.641,41.9109,39.1331,41.453,-50,43.4066
35939,23.8664,21,259.657,71.6117,448.111,41.9109,38.8889,40.7204,-50,43.1624
35940,23.8664,21,260.885,72.7106,448.641,41.8498,37.79,40.9646,-50,43.895
35941,23.8664,21,261.216,73.3211,448.641,41.6056,39.3773,41.0867,-50,43.2845
35942,23.8664,21,261.974,73.5653,448.641,41.5446,37.79,41.5751,-50,44.5055
35943,23.981,21,262.305,73.3211,448.641,41.4835,37.0574,41.5751,-50,43.2845
35944,23.981,21,263.535,73.0769,447.581,41.3614,38.0342,42.5519,-50,43.6508
35945,23.981,21,265.431,74.0537,448.111,41.2393,38.7668,41.5751,-50,43.4066
35946,23.981,21,266.094,74.9084,447.581,41.1172,38.0342,41.9414,-50,43.4066
35947,24.1163,21,267.662,75.641,447.581,40.9341,38.0342,41.9414,-50,43.5287
35948,24.1163,21,268.326,76.6178,447.581,40.6899,38.4005,42.5519,-50,43.6508
35949,24.1163,21,269.322,77.3504,447.581,40.5678,39.7436,41.6972,-50,43.6508
35950,24.1163,21,269.985,77.5946,447.581,40.5067,38.6447,41.2088,-50,43.1624
35951,24.1163,21,270.649,78.3272,447.051,40.4457,38.8889,41.3309,-50,43.5287
35952,24.3381,21,271.645,78.5714,447.581,40.0794,38.6447,40.8425,-50,43.4066
35953,24.582,21,271.645,78.3272,447.581,39.9573,39.3773,41.5751,-50,43.5287
35954,24.582,21,271.977,78.3272,447.581,39.8352,39.4994,40.5983,-50,43.7729
35955,24.693,21,271.977,79.4261,448.111,39.591,39.2552,41.2088,-50,44.0171
35956,24.693,21,271.977,81.2576,448.111,39.591,39.1331,40.3541,-50,43.4066
35957,24.7376,21,271.399,82.8449,448.111,39.2857,38.4005,41.6972,-50,44.1392
35958,24.8488,21,271.399,83.2112,447.581,39.2857,38.1563,39.9878,-50,43.7729
35959,24.8488,21,271.313,83.2112,447.581,39.1636,39.011,40.232,-50,43.2845
35960,25.2279,21,270.736,83.2112,448.111,38.8584,38.4005,41.3309,-50,44.0171
35961,25.2279,21,269.653,83.6996,447.581,38.7973,38.1563,41.2088,-50,43.6508
35962,25.3623,21,269.078,84.3101,447.581,38.5531,38.0342,42.9182,-50,43.4066
35963,25.3623,21,268.836,84.3101,447.051,38.431,37.6679,42.1856,-50,43.6508
35964,25.4737,21,266.848,84.3101,446.521,38.431,37.79,41.0867,-50,43.7729
35965,25.6084,21,265.558,84.5543,445.991,38.3089,38.6447,41.8193,-50,43.2845
35966,25.6084,21,264.186,84.5543,445.991,38.1868,38.0342,42.1856,-50,43.6508
35967,25.6084,21,262.82,84.5543,445.991,38.0647,38.1563,41.9414,-50,43.4066
35968,25.7434,21,262.586,84.5543,445.991,37.8816,39.3773,40.8425,-50,43.7729
35969,25.7434,21,261.79,84.7985,445.462,37.7595,38.2784,40.7204,-50,44.0171
35970,25.7434,21,261.135,84.4322,445.991,37.6374,38.4005,41.3309,-50,43.0403
35971,25.9667,21,259.921,84.188,445.462,37.6984,37.1795,41.8193,-50,43.895
35972,25.9667,21,260.153,84.188,445.462,37.5153,38.5226,43.0403,-50,43.7729
35973,26.0784,21,259.363,84.6764,446.521,37.5763,38.2784,42.1856,-50,43.4066
35974,26.0784,21,259.036,84.6764,446.521,37.5153,38.1563,41.5751,-50,43.7729
35975,26.0784,21,258.479,84.6764,445.991,37.3932,38.4005,41.3309,-50,43.5287
35976,26.1901,21,259.036,83.3333,445.991,37.3932,38.7668,42.1856,-50,43.895
35977,26.1901,21,258.479,81.746,445.991,37.4542,38.8889,41.3309,-50,43.1624
35978,26.1901,21,259.267,80.8913,446.521,37.3321,38.5226,41.6972,-50,43.7729
35979,26.1901,21,259.961,80.8913,445.991,37.3932,38.7668,41.9414,-50,43.5287
35980,26.1901,21,260.66,80.525,445.991,37.3321,37.4237,40.4762,-50,43.1624
35981,26.1901,21,261.457,79.7924,445.991,37.3321,38.5226,40.4762,-50,44.0171
35982,26.1901,21,261.927,79.7924,445.462,37.4542,38.5226,40.5983,-50,43.1624
35983,26.0076,21,262.163,78.6935,445.991,37.5153,39.4994,41.2088,-50,43.2845
35984,26.0076,21,262.399,78.6935,445.462,37.5153,39.011,41.0867,-50,43.5287
35985,26.0076,21,263.441,78.6935,445.991,37.5763,38.2784,40.5983,-50,43.895
35986,26.0076,21,264.012,79.0598,446.521,37.5763,38.1563,40.7204,-50,43.2845
35987,26.0076,21,265.395,78.8156,446.521,37.5763,37.9121,41.0867,-50,43.7729
35988,26.0076,21,266.452,78.5714,447.051,37.6984,38.1563,40.8425,-50,44.0171
35989,26.0076,21,267.18,78.3272,445.991,37.6984,37.0574,41.0867,-50,43.4066
35990,26.0076,21,268.494,80.0366,446.521,37.7595,38.1563,41.8193,-50,43.4066
35991,26.0076,21,269.076,81.2576,445.991,37.8816,37.9121,41.0867,-50,43.4066
35992,25.8261,21,269.569,81.746,444.932,37.8816,36.6911,40.9646,-50,44.5055
35993,25.9371,21,269.906,81.1355,445.991,38.0037,37.1795,42.5519,-50,44.1392
35994,25.9371,21,269.906,80.7692,445.462,38.0037,37.6679,42.9182,-50,43.2845
35995,25.9371,21,270.173,81.5018,444.932,38.1868,37.9121,41.9414,-50,43.4066
35996,25.9371,21,270.844,81.8681,444.932,38.1868,37.9121,41.9414,-50,44.1392
35997,25.9371,21,271.092,82.6007,444.932,38.1868,37.79,41.5751,-50,43.7729
35998,25.9371,21,273.273,83.0891,444.932,38.3089,38.0342,41.5751,-50,44.3834
35999,25.9371,21,273.61,83.3333,445.462,38.431,37.6679,41.453,-50,43.7729
36000,25.6967,21,275.378,83.5775,444.932,38.431,38.2784,40.8425,-50,43.5287
36001,25.6967,21,275.97,83.3333,445.462,38.5531,37.9121,40.1099,-50,43.895
36002,25.6967,21,276.734,83.3333,445.462,38.5531,38.4005,42.1856,-50,43.5287
36003,25.6967,21,278.604,84.3101,445.462,38.6142,38.0342,42.0635,-50,44.0171
36004,25.6967,21,280.06,85.2869,445.462,38.6142,38.1563,42.4298,-50,43.5287
36005,25.8372,21,280.66,85.5311,445.991,38.6752,38.2784,42.0635,-50,44.2613
36006,25.7251,21,282.024,85.5311,445.991,38.6752,39.011,41.9414,-50,44.3834
36007,25.7251,21,281.841,85.8974,445.462,38.7363,38.5226,41.8193,-50,44.0171
36008,25.8608,21,281.999,86.5079,445.462,38.7363,38.2784,41.453,-50,44.1392
36009,25.7486,21,283.805,86.8742,445.991,38.9194,38.4005,40.8425,-50,43.1624
36010,25.7486,21,284.938,87.1184,445.462,38.9194,37.6679,40.5983,-50,42.7961
36011,25.7486,21,286.078,87.1184,444.932,39.0415,38.6447,40.7204,-50,43.7729
36012,25.8665,21,286.955,87.1184,444.402,39.0415,37.5458,40.9646,-50,43.1624
36013,25.8665,21,288.376,87.3626,445.462,39.1026,37.4237,41.0867,-50,43.4066
36014,25.8665,21,288.72,87.6068,444.932,39.0415,37.6679,40.4762,-50,43.7729
36015,25.8665,21,289.409,87.6068,444.932,39.0415,37.4237,40.4762,-50,43.895
36016,25.8665,21,289.409,88.0952,444.932,39.1636,37.6679,40.4762,-50,44.0171
36017,25.8665,21,289.357,88.3394,444.932,39.1636,37.3016,41.5751,-50,43.0403
36018,25.8665,21,290.043,88.5836,444.932,39.1636,37.1795,41.3309,-50,44.1392
36019,25.8665,21,290.386,88.3394,443.872,39.1636,38.2784,42.1856,-50,44.1392
36020,25.992,21,291.546,88.7057,443.872,39.1636,37.79,42.5519,-50,43.7729
36021,25.992,21,292.093,88.7057,443.872,39.1636,38.4005,40.9646,-50,43.7729
36022,25.992,21,293.264,89.3162,443.872,39.1636,37.0574,42.3077,-50,43.7729
36023,25.992,21,293.54,90.0488,443.342,39.3468,37.1795,41.8193,-50,44.5055
36024,25.992,21,293.264,89.8046,442.282,39.3468,38.6447,42.5519,-50,43.895
36025,25.992,21,293.54,90.1709,441.222,39.3468,37.9121,41.6972,-50,43.5287
36026,26.1613,21,293.47,90.1709,441.222,39.4078,38.5226,41.3309,-50,44.1392
36027,26.1613,21,293.124,90.1709,440.692,39.4689,38.5226,41.8193,-50,43.6508
36028,26.1613,21,293.124,90.1709,440.692,39.4689,37.79,41.3309,-50,43.895
36029,26.1613,21,291.739,90.1709,440.692,39.4689,37.3016,41.3309,-50,43.895
36030,26.3082,21,291.118,89.9268,441.222,39.5299,38.5226,40.8425,-50,43.7729
36031,26.3082,21,288.918,89.9268,440.162,39.591,37.6679,41.6972,-50,43.5287
36032,26.3082,21,288.302,89.1941,439.632,39.4078,38.1563,41.5751,-50,43.7729
36033,26.3082,21,287.957,88.9499,439.632,39.4689,37.1795,40.9646,-50,44.0171
36034,26.4978,21,287.613,88.9499,439.632,39.5299,39.2552,40.9646,-50,44.1392
36035,26.4978,21,287.388,89.3162,439.632,39.5299,38.1563,41.453,-50,44.5055
36036,26.4978,21,287.238,89.9268,439.103,39.5299,38.6447,41.2088,-50,44.3834
36037,26.4978,21,288.325,90.6593,438.573,39.652,38.1563,40.7204,-50,43.895
36038,26.4978,21,289.072,90.9035,439.103,39.652,38.5226,40.5983,-50,43.7729
36039,26.4978,21,289.972,91.1477,438.573,39.7131,37.6679,40.3541,-50,43.0403
36040,26.4978,21,290.875,91.1477,438.573,39.652,38.2784,40.5983,-50,43.895
36041,26.4978,21,292.341,91.6361,438.043,39.7131,37.6679,42.1856,-50,44.2613
36042,26.4978,21,293.606,91.6361,438.573,39.7131,39.011,40.1099,-50,43.6508
36043,26.4978,21,295.16,91.6361,438.573,39.7131,38.1563,40.9646,-50,43.2845
36044,26.4978,21,297.585,91.6361,438.043,39.7131,36.9353,41.6972,-50,44.2613
36045,26.4978,21,300.233,91.6361,437.513,39.7741,37.9121,41.3309,-50,43.2845
36046,26.3742,21,303.129,91.6361,437.513,39.7131,36.9353,41.6972,-50,44.2613
36047,26.3742,21,305.516,91.3919,436.983,39.7131,37.5458,41.6972,-50,44.1392
36048,26.2577,21,307.251,91.6361,436.983,39.7741,37.6679,42.0635,-50,43.2845
36049,26.2577,21,309.047,91.6361,436.453,39.652,37.5458,42.9182,-50,44.5055
36050,26.2577,21,311.202,91.6361,436.983,39.7131,37.3016,41.5751,-50,44.1392
36051,26.1238,21,312.333,91.1477,436.983,39.652,37.5458,41.453,-50,42.9182
36052,26.1238,21,313.514,90.5372,436.983,39.591,38.0342,41.8193,-50,43.7729
36053,26.2485,21,314.844,89.9268,436.453,39.652,37.3016,42.0635,-50,43.7729
36054,26.2061,21,316.85,89.6825,435.393,39.591,38.0342,42.4298,-50,43.4066
36055,26.2061,21,318.193,90.5372,435.393,39.7131,38.1563,41.8193,-50,43.4066
36056,26.2061,21,320.172,91.1477,435.393,39.7741,39.1331,41.9414,-50,44.5055
36057,26.2061,21,322.21,92.1245,434.863,39.7741,39.7436,41.5751,-50,43.895
36058,26.4084,21,323.854,93.2234,435.393,39.7741,38.4005,41.453,-50,43.895
36059,26.4084,21,325.187,93.956,434.863,39.7741,37.9121,41.453,-50,43.4066
36060,26.4084,21,326.854,94.2002,435.393,39.8352,38.1563,41.5751,-50,44.3834
36061,26.5364,21,327.877,93.3455,435.393,39.8962,38.2784,41.3309,-50,43.1624
36062,26.5364,21,329.603,92.9792,434.863,39.7741,37.5458,42.0635,-50,43.5287
36063,26.5364,21,330.969,93.956,434.863,39.8352,38.2784,40.5983,-50,43.6508
36064,26.6917,21,331.973,94.2002,434.863,39.8352,38.0342,41.6972,-50,44.3834
36065,26.6917,21,332.68,95.0549,434.863,39.9573,38.4005,41.6972,-50,44.7497
36066,26.6917,21,332.68,95.0549,434.863,39.8352,38.0342,42.674,-50,44.1392
36067,26.6917,21,332.68,94.6887,434.333,39.8962,37.3016,41.453,-50,43.7729
36068,26.8751,21,333.693,95.1771,434.863,39.9573,37.79,40.4762,-50,44.0171
36069,26.8751,21,333.693,95.7876,434.333,39.9573,37.1795,40.4762,-50,44.3834
36070,26.8751,21,335.086,96.6423,433.803,39.9573,37.6679,40.9646,-50,43.6508
36071,26.8751,21,336.456,96.0318,434.333,39.9573,37.9121,41.453,-50,43.4066
36072,26.8751,21,336.8,95.6654,434.333,39.9573,36.569,42.4298,-50,44.1392
36073,27.0465,21,337.521,95.2991,434.333,39.9573,37.0574,40.8425,-50,43.0403
36074,27.0465,21,337.867,96.6423,433.803,39.9573,37.6679,40.8425,-50,43.7729
36075,27.0465,21,338.62,97.4969,432.744,39.8352,37.79,41.6972,-50,43.6508
36076,27.0465,21,340.042,97.7411,431.684,39.7741,38.0342,41.8193,-50,43.895
36077,27.0465,21,340.77,97.1307,431.684,39.8352,38.1563,40.8425,-50,44.0171
36078,26.8512,21,341.5,98.1074,432.744,39.7741,37.9121,40.5983,-50,43.4066
36079,26.8512,21,342.584,98.9622,432.744,39.7741,38.8889,41.0867,-50,43.895
36080,26.8512,21,343.342,99.3285,433.273,39.8352,38.5226,40.9646,-50,44.3834
36081,26.8512,21,344.053,99.4506,432.214,39.7741,38.1563,41.8193,-50,43.4066
36082,26.6682,21,344.433,99.4506,432.214,39.7741,38.8889,41.9414,-50,43.895
36083,26.6682,21,345.55,99.2064,431.684,39.8352,38.5226,41.8193,-50,44.1392
36084,26.6682,21,345.931,99.2064,432.744,39.8352,37.79,40.8425,-50,44.2613
36085,26.4288,21,345.931,99.2064,432.214,39.8962,38.1563,41.0867,-50,44.0171
36086,26.2322,21,344.527,99.2064,432.214,39.8352,38.7668,41.2088,-50,44.6276
36087,26.2322,21,345.662,99.2064,432.214,39.8962,39.4994,41.6972,-50,43.895
36088,26.2322,21,346.062,98.84,432.214,39.8352,38.1563,40.9646,-50,44.6276
36089,26.2322,21,346.062,99.3285,432.214,39.8962,38.1563,41.6972,-50,44.2613
36090,26.088,21,346.461,99.5726,431.684,39.8352,37.5458,40.7204,-50,44.3834
36091,26.088,21,346.105,99.8168,431.154,39.7741,38.8889,40.5983,-50,43.7729
36092,25.7635,21,345.728,100.061,431.154,39.8962,37.9121,40.7204,-50,43.7729
36093,25.7635,21,346.084,99.8168,430.624,39.8352,37.6679,40.4762,-50,43.5287
36094,25.7635,21,345.706,99.8168,430.624,39.8352,36.9353,40.1099,-50,43.7729
36095,25.7635,21,345.706,99.8168,431.154,39.8352,38.6447,41.8193,-50,43.5287
36096,25.6164,21,345.706,99.8168,430.094,39.7741,38.0342,41.9414,-50,44.2613
36097,25.5162,21,345.706,99.8168,429.564,39.8962,38.2784,41.6972,-50,44.6276
36098,25.5425,21,345.706,99.5726,429.564,39.7741,37.4237,41.3309,-50,43.1624
36099,25.6692,21,345.329,99.5726,429.034,39.8962,37.3016,41.3309,-50,44.3834
36100,25.6692,21,344.951,99.939,429.034,39.8352,37.3016,41.3309,-50,43.895
36101,25.3936,21,343.89,99.939,429.034,39.7741,37.6679,42.0635,-50,43.895
36102,25.2141,21,342.46,99.939,427.974,39.8352,37.5458,41.5751,-50,43.4066
36103,25.2141,21,339.972,99.939,427.974,39.8352,38.8889,41.453,-50,44.0171
36104,25.2141,21,339.282,99.939,428.504,39.9573,38.4005,40.4762,-50,43.5287
36105,25.1131,21,337.199,100.183,428.504,39.9573,37.3016,41.6972,-50,42.7961
36106,24.9859,21,336.149,98.84,428.504,39.8962,36.9353,41.5751,-50,43.4066
36107,24.9859,21,335.441,97.2527,427.974,39.8962,37.9121,41.2088,-50,44.8718
36108,24.9859,21,336.087,96.6423,428.504,39.8352,38.8889,40.8425,-50,42.7961
36109,24.9859,21,334.299,96.1538,426.914,39.8962,39.1331,40.8425,-50,43.7729
36110,24.8845,21,333.593,95.5434,427.444,39.7741,38.5226,40.9646,-50,43.6508
36111,24.8845,21,331.816,95.2991,426.914,39.7741,38.0342,40.5983,-50,43.7729
36112,24.8845,21,330.341,95.5434,427.444,39.652,38.2784,40.5983,-50,44.2613
36113,24.8331,21,329.64,95.5434,426.385,39.7741,38.4005,41.8193,-50,44.1392
36114,24.8331,21,327.509,94.9329,426.385,39.7131,38.5226,40.5983,-50,43.895
36115,24.8331,21,325.47,94.6887,426.385,39.591,38.4005,40.9646,-50,44.5055
36116,24.5031,21,322.672,94.6887,426.914,39.5299,37.4237,40.3541,-50,43.895
36117,24.3014,21,320.62,94.6887,426.385,39.4689,38.8889,41.5751,-50,43.7729
36118,24.3014,21,318.217,94.6887,426.385,39.5299,37.79,40.3541,-50,43.4066
36119,24.3014,21,316.29,94.3223,426.385,39.4078,38.4005,40.5983,-50,43.4066
36120,24.1257,21,314.948,93.8339,426.385,39.3468,38.5226,40.5983,-50,44.1392
36121,24.1257,21,312.891,93.3455,426.914,39.3468,36.8132,41.0867,-50,43.895
36122,23.9751,21,310.843,92.735,425.855,39.2857,36.0806,40.1099,-50,43.7729
36123,23.9751,21,309.821,92.4908,426.385,39.0415,37.3016,39.6215,-50,44.0171
36124,23.9751,21,308.688,92.4908,425.855,39.0415,37.4237,39.1331,-50,43.895
36125,23.7763,21,307.31,92.0024,425.325,38.9194,37.4237,40.7204,-50,42.7961
36126,23.7763,21,306.592,91.6361,425.325,38.9805,37.79,41.3309,-50,43.895
36127,23.7763,21,305.636,91.0257,425.325,38.8584,38.6447,41.0867,-50,44.0171
36128,23.3586,21,303.735,91.0257,424.795,38.6752,37.79,40.232,-50,43.5287
36129,23.3586,21,301.074,90.7814,424.795,38.8584,38.5226,40.3541,-50,43.895
36130,23.234,21,298.693,90.1709,423.735,38.7363,38.0342,40.7204,-50,43.4066
36131,23.0861,21,297.633,90.4151,423.735,38.7363,38.1563,40.232,-50,43.2845
36132,22.9384,21,297.853,89.8046,423.205,38.6142,38.0342,40.7204,0.183152,43.1624
36133,22.8231,21,297.078,89.3162,423.205,38.6142,39.1331,40.9646,0.183152,43.895
36134,22.6994,21,297.585,88.7057,423.205,38.4921,38.1563,41.8193,0.183152,43.5287
36135,22.6994,21,298.095,87.9731,423.205,38.37,38.0342,41.3309,0.183152,43.0403
36136,22.3396,21,297.45,87.7289,423.205,38.3089,39.011,40.5983,0.183152,43.4066
36137,22.1943,21,297.094,87.3626,422.675,38.2479,37.79,40.8425,0.183152,44.0171
36138,22.0714,21,296.806,87.3626,422.675,38.1258,38.4005,40.7204,0.183152,43.5287
36139,21.9616,21,295.877,87.3626,422.675,38.1868,37.6679,40.5983,0.183152,43.4066
36140,21.6953,21,294.314,86.3858,422.145,38.0647,38.2784,40.4762,0.183152,43.5287
36141,21.6953,21,293.96,86.1416,422.145,37.9426,39.8657,41.3309,0.183152,43.4066
36142,21.4296,21,293.252,85.8974,422.145,37.8816,39.3773,40.5983,0.183152,43.7729
36143,21.2442,21,292.616,85.5311,421.615,37.7595,38.2784,41.0867,0.183152,43.895
36144,21.1225,21,292.334,85.5311,422.145,37.7595,37.6679,39.8657,0.183152,43.2845
36145,20.8378,21,290.715,85.5311,422.145,37.7595,37.5458,40.3541,0.183152,43.7729
36146,20.8378,21,290.436,85.2869,421.615,37.5763,36.6911,40.1099,0.183152,44.0171
36147,20.6347,21,289.806,84.188,421.615,37.3321,37.0574,39.7436,0.183152,42.9182
36148,20.7354,21,289.027,83.4554,422.145,37.3321,37.5458,39.9878,0.183152,43.5287
36149,20.3726,21,288.952,82.6007,421.615,37.149,37.6679,39.6215,0.183152,43.895
36150,20.2318,21,288.323,81.9902,421.615,37.0879,36.8132,40.5983,0.183152,44.0171
36151,20.1111,21,287.618,81.9902,421.615,36.9658,36.569,40.7204,0.183152,43.7729
36152,19.9707,21,285.193,81.2576,421.615,36.7216,36.4469,39.3773,0.183152,44.5055
36153,19.7917,21,283.41,80.7692,421.615,36.5385,37.5458,39.3773,0.183152,43.2845
36154,19.532,21,282.336,80.1587,421.615,36.2943,38.1563,39.9878,0.183152,43.0403
36155,19.532,21,280.923,79.7924,421.615,36.1111,38.1563,39.9878,0.183152,43.5287
36156,19.3929,21,280.23,79.0598,421.615,35.989,38.1563,40.5983,0.183152,43.1624
36157,19.2916,21,281.292,78.6935,421.085,35.989,38.0342,40.1099,0.183152,43.7729
36158,19.1527,21,282.094,78.083,422.145,35.8059,37.6679,40.1099,0.183152,43.6508
36159,18.839,21,284.142,77.2283,421.615,35.5617,37.9121,39.2552,0.183152,43.7729
36160,18.7194,21,286.131,76.9841,421.615,35.3175,38.4005,39.7436,0.183152,43.5287
36161,18.5817,21,287.512,76.2515,421.085,35.2564,37.3016,40.3541,0.183152,43.4066
36162,18.4622,21,289.542,75.2747,421.085,35.1343,36.6911,39.8657,0.183152,43.7729
36163,18.3249,21,290.671,74.6642,421.615,34.8901,39.011,40.3541,0.183152,44.1392
36164,18.0511,21,291.312,74.42,421.085,34.768,38.7668,39.8657,0.183152,43.5287
36165,17.932,21,291.028,74.6642,421.085,34.5849,39.011,41.3309,0.183152,44.0171
36166,17.932,21,290.893,74.42,421.085,34.5238,38.4005,40.3541,0.183152,43.1624
36167,17.932,21,290.048,74.42,421.615,34.1575,38.0342,40.5983,0.183152,44.5055
36168,17.7612,21,288.448,74.42,421.085,33.9133,40.1099,40.4762,0.183152,43.6508
36169,17.5236,21,287.618,74.42,421.615,33.6691,39.011,40.3541,0.183152,43.1624
36170,17.5236,21,287.22,74.1758,421.615,33.486,37.9121,40.1099,0.183152,43.2845
36171,17.286,21,286.946,74.1758,421.615,33.3028,38.4005,40.232,0.183152,43.2845
36172,17.286,21,286.749,73.6874,421.615,33.2418,37.6679,39.6215,0.183152,43.895
36173,17.286,21,287.099,73.6874,421.085,33.0586,37.1795,39.8657,0.183152,43.895
36174,17.286,21,286.826,73.6874,420.556,32.9976,38.0342,39.9878,0.183152,43.895
36175,17.286,21,287.799,73.3211,421.085,32.6923,36.9353,39.7436,0.183152,43.5287
36176,17.1672,21,287.875,73.3211,421.085,32.7534,37.4237,39.1331,0.183152,44.0171
36177,17.0484,21,288.224,73.3211,421.085,32.5092,36.8132,39.7436,0.183152,43.6508
36178,17.0484,21,289.825,73.3211,421.085,32.3871,38.1563,41.0867,0.183152,43.895
36179,16.9132,21,290.452,73.0769,421.085,31.9597,37.3016,41.453,0.183152,44.1392
36180,16.9132,21,290.803,72.5885,421.085,31.8987,37.1795,41.453,0.183152,43.0403
36181,16.8108,21,290.803,72.5885,421.615,31.6545,37.5458,40.3541,0.183152,43.7729
36182,16.8108,21,290.671,72.5885,421.615,31.3492,38.0342,40.9646,0.183152,43.6508
36183,16.8108,21,290.541,74.0537,421.615,31.3492,37.4237,41.6972,0.183152,43.2845
36184,16.6758,21,289.99,76.0073,421.615,31.044,38.6447,41.2088,0.183152,43.2845
36185,16.7945,21,288.623,76.4957,421.615,30.9219,38.2784,40.7204,0.183152,44.0171
36186,16.6758,21,287.93,76.4957,422.145,30.6777,37.9121,41.0867,0.183152,43.5287
36187,16.5253,21,287.584,76.2515,421.615,30.5556,37.1795,39.8657,0.183152,43.6508
36188,16.6758,21,286.891,74.7863,421.615,30.4945,38.6447,39.4994,0.183152,43.4066
36189,16.5253,21,286.545,74.0537,422.145,30.3114,39.4994,40.1099,0.183152,43.5287
36190,16.5253,21,285.16,73.6874,421.615,30.1893,38.1563,39.7436,0.183152,44.0171
36191,16.5253,21,285.16,72.9548,421.615,30.1282,38.0342,40.1099,0.183152,44.2613
36192,16.5253,21,285.312,73.5653,421.615,29.823,37.79,40.9646,0.183152,43.4066
36193,16.5253,21,284.885,75.5189,421.615,29.7009,37.4237,40.7204,0.183152,43.2845
36194,16.5253,21,284.379,75.7631,421.615,29.5177,37.9121,39.7436,0.183152,43.1624
36195,16.5253,21,283.95,75.5189,421.085,29.5788,38.6447,40.1099,0.183152,43.6508
36196,16.5253,21,283.52,74.1758,422.675,29.2125,39.011,41.2088,0.183152,43.1624
36197,16.5253,21,283.09,73.3211,421.615,29.2125,37.4237,41.0867,0.183152,42.9182
36198,16.6659,21,282.47,72.7106,421.615,29.0904,38.0342,41.6972,0.183152,42.674
36199,16.3989,21,281.932,73.3211,421.615,28.9683,38.5226,40.1099,0.183152,44.1392
36200,16.4146,21,281.047,74.42,422.145,28.9072,38.1563,40.9646,0.183152,42.7961
36201,16.5165,21,280.514,74.6642,421.615,28.7241,37.79,41.453,0.183152,42.9182
36202,16.5165,21,280.514,74.42,422.145,28.602,37.9121,40.232,0.183152,43.5287
36203,16.3989,21,280.596,73.8095,422.675,28.4188,37.0574,40.7204,0.183152,43.6508
36204,16.3989,21,280.944,72.8327,422.145,28.3578,37.6679,40.8425,0.183152,43.7729
36205,16.5007,21,281.721,72.1001,422.675,28.2357,37.9121,40.1099,0.183152,43.4066
36206,16.6182,21,282.069,71.4896,422.675,27.9915,38.2784,40.5983,0.183152,43.5287
36207,16.5007,21,281.616,73.199,422.145,27.8694,37.9121,40.7204,0.183152,43.6508
36208,16.5007,21,281.697,74.42,422.675,27.7473,37.6679,40.8425,0.183152,43.895
36209,16.5007,21,281.858,74.7863,421.615,27.7473,37.1795,41.2088,0.183152,43.7729
36210,16.5007,21,281.064,75.0305,422.145,27.6862,38.1563,41.3309,0.183152,43.6508
36211,16.485,21,280.538,75.0305,422.145,27.5641,37.1795,40.3541,0.183152,43.1624
36212,16.6182,21,279.49,75.3968,422.145,27.381,37.6679,40.9646,0.183152,43.5287
36213,16.6182,21,278.545,75.3968,422.145,27.381,37.9121,41.6972,0.183152,43.7729
36214,16.4536,21,277.427,75.1526,422.675,27.1978,37.4237,41.453,0.183152,43.7729
36215,16.4536,21,276.828,75.3968,422.675,27.1978,38.7668,40.9646,0.183152,43.6508
36216,16.4536,21,276.487,75.3968,422.675,27.0757,38.5226,40.4762,0.183152,43.6508
36217,16.4536,21,275.207,75.3968,422.145,26.9536,38.4005,40.4762,0.183152,42.4298
36218,16.5707,21,274.612,75.1526,422.675,26.7705,37.4237,39.7436,0.183152,43.4066
36219,16.4536,21,273.677,74.6642,423.205,26.7705,38.2784,40.4762,0.183152,43.6508
36220,16.5707,21,272.656,72.9548,422.675,26.6484,37.0574,39.9878,0.183152,43.1624
36221,16.4536,21,272.316,71.8559,423.205,26.6484,36.9353,38.6447,0.183152,43.6508
36222,16.5707,21,272.14,71.3675,423.735,26.4652,37.4237,39.3773,0.183152,43.4066
36223,16.29,21,271.458,71.3675,423.205,26.4652,37.5458,40.8425,0.183152,43.5287
36224,16.29,21,271.118,71.3675,423.205,26.3431,37.79,41.3309,0.183152,42.9182
36225,16.4067,21,269.164,71.0012,423.205,26.3431,38.8889,40.9646,0.183152,42.674
36226,16.5078,21,268.574,70.6349,423.735,26.2821,38.6447,41.2088,0.183152,43.1624
36227,16.2437,21,267.491,69.536,423.205,26.221,38.2784,39.6215,0.183152,42.7961
36228,16.2283,21,265.154,69.2918,423.735,26.221,38.4005,40.7204,0.183152,43.6508
36229,16.2283,21,263.992,68.8034,423.735,26.16,37.79,40.7204,0.183152,43.5287
36230,16.2283,21,262.449,68.8034,423.735,26.16,38.6447,40.232,0.183152,42.7961
